D:\Lab Python\Lab_2\dataset3\00367.jpeg|dataset3\00367.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00385.jpeg|dataset3\00385.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00411.jpeg|dataset3\00411.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00416.jpeg|dataset3\00416.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00430.jpeg|dataset3\00430.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00433.jpeg|dataset3\00433.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00456.jpeg|dataset3\00456.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00458.jpeg|dataset3\00458.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00477.jpeg|dataset3\00477.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00489.jpeg|dataset3\00489.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00492.jpeg|dataset3\00492.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00494.jpeg|dataset3\00494.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00495.jpeg|dataset3\00495.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00529.jpeg|dataset3\00529.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00535.jpeg|dataset3\00535.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00536.jpeg|dataset3\00536.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00546.jpeg|dataset3\00546.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00558.jpeg|dataset3\00558.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00561.jpeg|dataset3\00561.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00562.jpeg|dataset3\00562.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00570.jpeg|dataset3\00570.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00571.jpeg|dataset3\00571.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00575.jpeg|dataset3\00575.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00578.jpeg|dataset3\00578.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00583.jpeg|dataset3\00583.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00586.jpeg|dataset3\00586.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00607.jpeg|dataset3\00607.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00610.jpeg|dataset3\00610.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00612.jpeg|dataset3\00612.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00638.jpeg|dataset3\00638.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00639.jpeg|dataset3\00639.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00650.jpeg|dataset3\00650.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00665.jpeg|dataset3\00665.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00668.jpeg|dataset3\00668.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00692.jpeg|dataset3\00692.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00698.jpeg|dataset3\00698.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00699.jpeg|dataset3\00699.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00703.jpeg|dataset3\00703.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00719.jpeg|dataset3\00719.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00734.jpeg|dataset3\00734.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00737.jpeg|dataset3\00737.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00742.jpeg|dataset3\00742.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00743.jpeg|dataset3\00743.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00744.jpeg|dataset3\00744.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00757.jpeg|dataset3\00757.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00760.jpeg|dataset3\00760.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00778.jpeg|dataset3\00778.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00788.jpeg|dataset3\00788.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00807.jpeg|dataset3\00807.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00814.jpeg|dataset3\00814.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00816.jpeg|dataset3\00816.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00819.jpeg|dataset3\00819.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00821.jpeg|dataset3\00821.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00828.jpeg|dataset3\00828.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00844.jpeg|dataset3\00844.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00847.jpeg|dataset3\00847.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00855.jpeg|dataset3\00855.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00874.jpeg|dataset3\00874.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00876.jpeg|dataset3\00876.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00899.jpeg|dataset3\00899.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00916.jpeg|dataset3\00916.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00918.jpeg|dataset3\00918.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00926.jpeg|dataset3\00926.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00928.jpeg|dataset3\00928.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00939.jpeg|dataset3\00939.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00945.jpeg|dataset3\00945.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00946.jpeg|dataset3\00946.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00957.jpeg|dataset3\00957.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00961.jpeg|dataset3\00961.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00964.jpeg|dataset3\00964.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00973.jpeg|dataset3\00973.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00978.jpeg|dataset3\00978.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00980.jpeg|dataset3\00980.jpeg|rose
D:\Lab Python\Lab_2\dataset3\00986.jpeg|dataset3\00986.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01003.jpeg|dataset3\01003.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01012.jpeg|dataset3\01012.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01013.jpeg|dataset3\01013.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01016.jpeg|dataset3\01016.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01025.jpeg|dataset3\01025.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01031.jpeg|dataset3\01031.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01034.jpeg|dataset3\01034.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01037.jpeg|dataset3\01037.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01040.jpeg|dataset3\01040.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01058.jpeg|dataset3\01058.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01063.jpeg|dataset3\01063.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01076.jpeg|dataset3\01076.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01079.jpeg|dataset3\01079.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01081.jpeg|dataset3\01081.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01108.jpeg|dataset3\01108.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01109.jpeg|dataset3\01109.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01116.jpeg|dataset3\01116.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01149.jpeg|dataset3\01149.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01153.jpeg|dataset3\01153.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01155.jpeg|dataset3\01155.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01176.jpeg|dataset3\01176.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01177.jpeg|dataset3\01177.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01179.jpeg|dataset3\01179.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01182.jpeg|dataset3\01182.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01188.jpeg|dataset3\01188.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01204.jpeg|dataset3\01204.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01208.jpeg|dataset3\01208.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01212.jpeg|dataset3\01212.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01225.jpeg|dataset3\01225.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01235.jpeg|dataset3\01235.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01249.jpeg|dataset3\01249.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01254.jpeg|dataset3\01254.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01261.jpeg|dataset3\01261.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01274.jpeg|dataset3\01274.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01276.jpeg|dataset3\01276.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01277.jpeg|dataset3\01277.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01280.jpeg|dataset3\01280.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01281.jpeg|dataset3\01281.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01282.jpeg|dataset3\01282.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01292.jpeg|dataset3\01292.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01320.jpeg|dataset3\01320.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01330.jpeg|dataset3\01330.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01336.jpeg|dataset3\01336.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01347.jpeg|dataset3\01347.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01379.jpeg|dataset3\01379.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01386.jpeg|dataset3\01386.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01406.jpeg|dataset3\01406.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01444.jpeg|dataset3\01444.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01512.jpeg|dataset3\01512.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01513.jpeg|dataset3\01513.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01514.jpeg|dataset3\01514.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01515.jpeg|dataset3\01515.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01518.jpeg|dataset3\01518.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01519.jpeg|dataset3\01519.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01525.jpeg|dataset3\01525.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01530.jpeg|dataset3\01530.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01540.jpeg|dataset3\01540.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01545.jpeg|dataset3\01545.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01551.jpeg|dataset3\01551.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01560.jpeg|dataset3\01560.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01588.jpeg|dataset3\01588.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01590.jpeg|dataset3\01590.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01616.jpeg|dataset3\01616.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01617.jpeg|dataset3\01617.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01624.jpeg|dataset3\01624.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01652.jpeg|dataset3\01652.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01664.jpeg|dataset3\01664.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01686.jpeg|dataset3\01686.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01692.jpeg|dataset3\01692.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01693.jpeg|dataset3\01693.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01706.jpeg|dataset3\01706.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01723.jpeg|dataset3\01723.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01733.jpeg|dataset3\01733.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01755.jpeg|dataset3\01755.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01764.jpeg|dataset3\01764.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01784.jpeg|dataset3\01784.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01789.jpeg|dataset3\01789.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01809.jpeg|dataset3\01809.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01812.jpeg|dataset3\01812.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01818.jpeg|dataset3\01818.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01831.jpeg|dataset3\01831.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01842.jpeg|dataset3\01842.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01856.jpeg|dataset3\01856.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01858.jpeg|dataset3\01858.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01861.jpeg|dataset3\01861.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01876.jpeg|dataset3\01876.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01878.jpeg|dataset3\01878.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01884.jpeg|dataset3\01884.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01895.jpeg|dataset3\01895.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01902.jpeg|dataset3\01902.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01915.jpeg|dataset3\01915.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01923.jpeg|dataset3\01923.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01925.jpeg|dataset3\01925.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01926.jpeg|dataset3\01926.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01939.jpeg|dataset3\01939.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01959.jpeg|dataset3\01959.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01968.jpeg|dataset3\01968.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01969.jpeg|dataset3\01969.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01978.jpeg|dataset3\01978.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01982.jpeg|dataset3\01982.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01984.jpeg|dataset3\01984.jpeg|rose
D:\Lab Python\Lab_2\dataset3\01988.jpeg|dataset3\01988.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02005.jpeg|dataset3\02005.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02017.jpeg|dataset3\02017.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02028.jpeg|dataset3\02028.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02030.jpeg|dataset3\02030.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02031.jpeg|dataset3\02031.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02034.jpeg|dataset3\02034.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02070.jpeg|dataset3\02070.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02074.jpeg|dataset3\02074.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02076.jpeg|dataset3\02076.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02081.jpeg|dataset3\02081.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02083.jpeg|dataset3\02083.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02103.jpeg|dataset3\02103.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02109.jpeg|dataset3\02109.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02110.jpeg|dataset3\02110.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02112.jpeg|dataset3\02112.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02113.jpeg|dataset3\02113.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02141.jpeg|dataset3\02141.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02146.jpeg|dataset3\02146.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02159.jpeg|dataset3\02159.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02162.jpeg|dataset3\02162.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02165.jpeg|dataset3\02165.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02173.jpeg|dataset3\02173.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02180.jpeg|dataset3\02180.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02188.jpeg|dataset3\02188.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02200.jpeg|dataset3\02200.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02210.jpeg|dataset3\02210.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02211.jpeg|dataset3\02211.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02217.jpeg|dataset3\02217.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02222.jpeg|dataset3\02222.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02233.jpeg|dataset3\02233.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02259.jpeg|dataset3\02259.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02274.jpeg|dataset3\02274.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02283.jpeg|dataset3\02283.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02288.jpeg|dataset3\02288.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02291.jpeg|dataset3\02291.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02292.jpeg|dataset3\02292.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02296.jpeg|dataset3\02296.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02305.jpeg|dataset3\02305.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02311.jpeg|dataset3\02311.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02316.jpeg|dataset3\02316.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02327.jpeg|dataset3\02327.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02341.jpeg|dataset3\02341.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02343.jpeg|dataset3\02343.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02353.jpeg|dataset3\02353.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02355.jpeg|dataset3\02355.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02364.jpeg|dataset3\02364.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02369.jpeg|dataset3\02369.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02374.jpeg|dataset3\02374.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02380.jpeg|dataset3\02380.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02394.jpeg|dataset3\02394.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02406.jpeg|dataset3\02406.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02408.jpeg|dataset3\02408.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02413.jpeg|dataset3\02413.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02429.jpeg|dataset3\02429.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02431.jpeg|dataset3\02431.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02450.jpeg|dataset3\02450.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02455.jpeg|dataset3\02455.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02470.jpeg|dataset3\02470.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02476.jpeg|dataset3\02476.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02491.jpeg|dataset3\02491.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02503.jpeg|dataset3\02503.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02517.jpeg|dataset3\02517.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02521.jpeg|dataset3\02521.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02568.jpeg|dataset3\02568.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02569.jpeg|dataset3\02569.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02577.jpeg|dataset3\02577.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02580.jpeg|dataset3\02580.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02582.jpeg|dataset3\02582.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02597.jpeg|dataset3\02597.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02606.jpeg|dataset3\02606.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02613.jpeg|dataset3\02613.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02625.jpeg|dataset3\02625.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02627.jpeg|dataset3\02627.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02633.jpeg|dataset3\02633.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02644.jpeg|dataset3\02644.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02648.jpeg|dataset3\02648.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02659.jpeg|dataset3\02659.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02673.jpeg|dataset3\02673.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02678.jpeg|dataset3\02678.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02712.jpeg|dataset3\02712.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02731.jpeg|dataset3\02731.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02742.jpeg|dataset3\02742.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02768.jpeg|dataset3\02768.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02773.jpeg|dataset3\02773.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02781.jpeg|dataset3\02781.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02810.jpeg|dataset3\02810.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02815.jpeg|dataset3\02815.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02825.jpeg|dataset3\02825.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02827.jpeg|dataset3\02827.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02843.jpeg|dataset3\02843.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02862.jpeg|dataset3\02862.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02864.jpeg|dataset3\02864.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02869.jpeg|dataset3\02869.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02894.jpeg|dataset3\02894.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02898.jpeg|dataset3\02898.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02900.jpeg|dataset3\02900.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02905.jpeg|dataset3\02905.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02906.jpeg|dataset3\02906.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02907.jpeg|dataset3\02907.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02946.jpeg|dataset3\02946.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02964.jpeg|dataset3\02964.jpeg|rose
D:\Lab Python\Lab_2\dataset3\02978.jpeg|dataset3\02978.jpeg|rose
